year,country,n_researchers_padded,inmigration,outmigration,netmigration,inmigration_rate,outmigration_rate,netmigration_rate
2024,MF,27,9,5,4,0.3333333333333333,0.18518518518518517,0.14814814814814814
2025,MF,8,4,5,-1,0.5,0.625,-0.125
1998,MG,233,0,0,0,0.0,0.0,0.0
1999,MG,287,5,6,-1,0.017421602787456445,0.020905923344947737,-0.003484320557491289
2000,MG,330,4,11,-7,0.012121212121212121,0.03333333333333333,-0.021212121212121213
2001,MG,351,11,9,2,0.03133903133903134,0.02564102564102564,0.005698005698005698
2002,MG,395,16,12,4,0.04050632911392405,0.030379746835443037,0.010126582278481013
2003,MG,484,12,18,-6,0.024793388429752067,0.0371900826446281,-0.012396694214876033
2004,MG,537,17,16,1,0.03165735567970205,0.0297951582867784,0.00186219739292365
2005,MG,590,24,23,1,0.04067796610169491,0.03898305084745763,0.001694915254237288
2006,MG,644,30,24,6,0.046583850931677016,0.037267080745341616,0.009316770186335404
2007,MG,731,33,32,1,0.04514363885088919,0.04377564979480164,0.0013679890560875513
2008,MG,819,48,34,14,0.05860805860805861,0.04151404151404151,0.017094017094017096
2009,MG,881,37,52,-15,0.04199772985244041,0.05902383654937571,-0.0170261066969353
2010,MG,919,35,48,-13,0.03808487486398259,0.05223068552774755,-0.014145810663764961
2011,MG,1035,51,42,9,0.04927536231884058,0.04057971014492753,0.008695652173913044
2012,MG,1145,37,48,-11,0.032314410480349345,0.04192139737991266,-0.00960698689956332
2013,MG,1275,60,62,-2,0.047058823529411764,0.04862745098039216,-0.001568627450980392
2014,MG,1427,85,60,25,0.05956552207428171,0.04204625087596356,0.01751927119831815
2015,MG,1475,71,81,-10,0.04813559322033898,0.05491525423728814,-0.006779661016949152
2016,MG,1658,82,69,13,0.04945717732207479,0.04161640530759952,0.007840772014475271
2017,MG,1902,95,71,24,0.049947423764458466,0.03732912723449001,0.012618296529968454
2018,MG,2250,91,98,-7,0.04044444444444444,0.043555555555555556,-0.003111111111111111
2019,MG,2665,115,65,50,0.043151969981238276,0.024390243902439025,0.01876172607879925
2020,MG,2889,109,123,-14,0.03772931810314988,0.04257528556593977,-0.004845967462789893
2021,MG,3140,122,105,17,0.038853503184713374,0.03343949044585987,0.005414012738853503
2022,MG,3209,91,78,13,0.028357743845434717,0.024306637581801183,0.0040511062636335304
2023,MG,3451,128,111,17,0.03709069834830484,0.032164589973920604,0.0049261083743842365
2024,MG,2554,115,129,-14,0.04502740798747063,0.050509005481597494,-0.00548159749412686
2025,MG,1624,142,141,1,0.0874384236453202,0.08682266009852217,0.0006157635467980296
1998,MK,430,0,0,0,0.0,0.0,0.0
1999,MK,516,21,14,7,0.040697674418604654,0.027131782945736434,0.013565891472868217
2000,MK,626,25,34,-9,0.039936102236421724,0.054313099041533544,-0.01437699680511182
2001,MK,651,44,36,8,0.06758832565284179,0.055299539170506916,0.01228878648233487
2002,MK,670,40,57,-17,0.05970149253731343,0.08507462686567165,-0.025373134328358207
2003,MK,703,55,74,-19,0.07823613086770982,0.10526315789473684,-0.02702702702702703
2004,MK,820,69,64,5,0.08414634146341464,0.07804878048780488,0.006097560975609756
2005,MK,930,63,81,-18,0.06774193548387097,0.08709677419354839,-0.01935483870967742
2006,MK,1051,89,110,-21,0.08468125594671741,0.10466222645099905,-0.019980970504281638
2007,MK,1154,85,101,-16,0.07365684575389948,0.08752166377816291,-0.01386481802426343
2008,MK,1312,127,123,4,0.09679878048780488,0.09375,0.003048780487804878
2009,MK,1615,129,129,0,0.07987616099071207,0.07987616099071207,0.0
2010,MK,2074,151,142,9,0.07280617164898746,0.06846673095467695,0.004339440694310511
2011,MK,2513,176,168,8,0.0700358137684043,0.06685236768802229,0.0031834460803820135
2012,MK,3040,216,162,54,0.07105263157894737,0.053289473684210525,0.017763157894736842
2013,MK,3460,237,225,12,0.06849710982658959,0.06502890173410404,0.003468208092485549
2014,MK,3781,272,250,22,0.07193864057127744,0.06612007405448295,0.0058185665167944985
2015,MK,4116,318,281,37,0.07725947521865889,0.06827016520894072,0.008989310009718173
2016,MK,4315,315,306,9,0.07300115874855156,0.0709154113557358,0.002085747392815759
2017,MK,4529,303,347,-44,0.06690218591300508,0.07661735482446456,-0.009715168911459484
2018,MK,4963,332,367,-35,0.06689502317146886,0.07394720934918396,-0.007052186177715092
2019,MK,5380,406,345,61,0.07546468401486989,0.06412639405204461,0.01133828996282528
2020,MK,6083,441,383,58,0.07249712313003452,0.0629623541015946,0.009534769028439914
2021,MK,6349,386,373,13,0.06079697590171681,0.05874940935580406,0.0020475665459127423
2022,MK,6830,376,350,26,0.05505124450951684,0.05124450951683748,0.003806734992679356
2023,MK,7140,444,406,38,0.06218487394957983,0.056862745098039215,0.005322128851540616
2024,MK,5789,486,365,121,0.08395232337191225,0.06305061323199171,0.020901710139920537
2025,MK,4012,617,431,186,0.15378863409770688,0.10742771684945164,0.04636091724825524
1998,ML,308,0,0,0,0.0,0.0,0.0
1999,ML,312,23,45,-22,0.07371794871794872,0.14423076923076922,-0.07051282051282051
2000,ML,428,56,35,21,0.1308411214953271,0.08177570093457943,0.04906542056074766
2001,ML,496,59,57,2,0.11895161290322581,0.11491935483870967,0.004032258064516129
2002,ML,560,82,74,8,0.14642857142857144,0.13214285714285715,0.014285714285714285
2003,ML,556,66,89,-23,0.11870503597122302,0.16007194244604317,-0.04136690647482014
2004,ML,641,72,78,-6,0.11232449297971919,0.12168486739469579,-0.0093603744149766
2005,ML,776,109,84,25,0.1404639175257732,0.10824742268041238,0.03221649484536082
2006,ML,868,119,108,11,0.13709677419354838,0.12442396313364056,0.012672811059907835
2007,ML,935,129,135,-6,0.13796791443850268,0.1443850267379679,-0.006417112299465241
2008,ML,940,150,141,9,0.1595744680851064,0.15,0.009574468085106383
2009,ML,1090,158,155,3,0.14495412844036698,0.14220183486238533,0.0027522935779816515
2010,ML,1155,117,128,-11,0.1012987012987013,0.11082251082251082,-0.009523809523809525
2011,ML,1338,142,152,-10,0.10612855007473841,0.11360239162929746,-0.007473841554559043
2012,ML,1377,175,182,-7,0.1270878721859114,0.13217138707334786,-0.005083514887436456
2013,ML,1384,161,218,-57,0.11632947976878613,0.157514450867052,-0.041184971098265896
2014,ML,1538,199,200,-1,0.1293888166449935,0.13003901170351106,-0.0006501950585175553
2015,ML,1749,163,219,-56,0.0931961120640366,0.12521440823327615,-0.03201829616923957
2016,ML,2313,230,188,42,0.09943795936013834,0.08127972330306961,0.018158236057068743
2017,ML,2825,212,208,4,0.07504424778761062,0.07362831858407079,0.001415929203539823
2018,ML,3210,289,212,77,0.09003115264797508,0.0660436137071651,0.023987538940809967
2019,ML,3537,284,260,24,0.08029403449250777,0.07350862312694374,0.006785411365564037
2020,ML,3897,247,327,-80,0.06338208878624584,0.08391070053887606,-0.020528611752630228
2021,ML,4642,361,280,81,0.07776820336062042,0.06031882809133994,0.017449375269280483
2022,ML,4573,282,285,-3,0.06166630220861579,0.06232232670019681,-0.000656024491581019
2023,ML,4211,381,322,59,0.0904773213013536,0.07646639753027784,0.014010923771075753
2024,ML,2711,291,418,-127,0.10734046477314645,0.15418664699372925,-0.04684618222058281
2025,ML,1458,249,357,-108,0.17078189300411523,0.2448559670781893,-0.07407407407407407
1998,MM,541,0,0,0,0.0,0.0,0.0
1999,MM,634,38,33,5,0.05993690851735016,0.052050473186119876,0.007886435331230283
2000,MM,662,59,56,3,0.0891238670694864,0.08459214501510574,0.004531722054380665
2001,MM,649,81,76,5,0.12480739599383667,0.11710323574730354,0.007704160246533128
2002,MM,645,83,117,-34,0.12868217054263567,0.1813953488372093,-0.05271317829457364
2003,MM,680,88,119,-31,0.12941176470588237,0.175,-0.045588235294117645
2004,MM,704,88,129,-41,0.125,0.18323863636363635,-0.05823863636363636
2005,MM,779,105,143,-38,0.13478818998716302,0.18356867779204109,-0.04878048780487805
2006,MM,782,116,148,-32,0.1483375959079284,0.18925831202046037,-0.04092071611253197
2007,MM,846,102,168,-66,0.12056737588652482,0.19858156028368795,-0.07801418439716312
2008,MM,978,101,152,-51,0.1032719836400818,0.1554192229038855,-0.05214723926380368
2009,MM,1105,122,165,-43,0.11040723981900452,0.1493212669683258,-0.03891402714932127
2010,MM,1205,133,149,-16,0.11037344398340249,0.12365145228215768,-0.013278008298755186
2011,MM,1248,149,147,2,0.11939102564102565,0.11778846153846154,0.0016025641025641025
2012,MM,1437,144,154,-10,0.10020876826722339,0.10716771050800278,-0.006958942240779402
2013,MM,1781,144,189,-45,0.08085345311622684,0.10612015721504772,-0.025266704098820886
2014,MM,2030,141,190,-49,0.06945812807881774,0.09359605911330049,-0.02413793103448276
2015,MM,2261,160,167,-7,0.07076514816452897,0.07386112339672711,-0.0030959752321981426
2016,MM,2440,208,185,23,0.08524590163934426,0.07581967213114754,0.009426229508196722
2017,MM,2886,188,226,-38,0.06514206514206514,0.07830907830907831,-0.013167013167013167
2018,MM,3437,219,234,-15,0.06371835903404131,0.06808263020075647,-0.0043642711667151585
2019,MM,3647,213,241,-28,0.05840416780915821,0.06608171099533863,-0.007677543186180422
2020,MM,3629,273,266,7,0.07522733535409204,0.07329842931937172,0.0019289060347203086
2021,MM,3421,317,279,38,0.0926629640456007,0.08155510084770536,0.011107863197895352
2022,MM,3784,232,263,-31,0.0613107822410148,0.06950317124735729,-0.008192389006342496
2023,MM,4519,352,312,40,0.07789333923434388,0.06904182341225935,0.008851515822084531
2024,MM,3694,371,365,6,0.10043313481321062,0.09880887926367082,0.0016242555495397943
2025,MM,2265,560,399,161,0.24724061810154527,0.176158940397351,0.07108167770419425
1998,MN,280,0,0,0,0.0,0.0,0.0
1999,MN,285,16,15,1,0.056140350877192984,0.05263157894736842,0.0035087719298245615
2000,MN,299,17,24,-7,0.056856187290969896,0.0802675585284281,-0.023411371237458192
2001,MN,375,20,23,-3,0.05333333333333334,0.06133333333333333,-0.008
2002,MN,532,25,35,-10,0.046992481203007516,0.06578947368421052,-0.018796992481203006
2003,MN,652,35,35,0,0.05368098159509203,0.05368098159509203,0.0
2004,MN,803,67,50,17,0.08343711083437111,0.062266500622665005,0.021170610211706103
2005,MN,966,85,87,-2,0.08799171842650104,0.09006211180124224,-0.002070393374741201
2006,MN,1100,83,119,-36,0.07545454545454545,0.10818181818181818,-0.03272727272727273
2007,MN,1232,110,118,-8,0.08928571428571429,0.09577922077922078,-0.006493506493506494
2008,MN,1326,116,121,-5,0.08748114630467571,0.09125188536953242,-0.003770739064856712
2009,MN,1716,142,151,-9,0.08275058275058275,0.087995337995338,-0.005244755244755245
2010,MN,2059,205,152,53,0.09956289460903352,0.07382224380767363,0.025740650801359885
2011,MN,2805,308,214,94,0.10980392156862745,0.07629233511586453,0.03351158645276292
2012,MN,3648,383,297,86,0.1049890350877193,0.08141447368421052,0.023574561403508772
2013,MN,3963,399,358,41,0.10068130204390613,0.09033560434014636,0.010345697703759779
2014,MN,3798,526,435,91,0.13849394418114797,0.11453396524486571,0.023959978936282253
2015,MN,3059,447,475,-28,0.14612618502778685,0.15527950310559005,-0.009153318077803204
2016,MN,3079,305,363,-58,0.0990581357583631,0.117895420591101,-0.018837284832737902
2017,MN,3451,286,385,-99,0.08287452912199363,0.11156186612576065,-0.028687337003767025
2018,MN,4135,345,366,-21,0.08343409915356712,0.08851269649334946,-0.005078597339782346
2019,MN,4676,350,364,-14,0.0748502994011976,0.07784431137724551,-0.0029940119760479044
2020,MN,5573,431,464,-33,0.07733716131347569,0.083258568096178,-0.005921406782702315
