year,country,n_researchers_padded,inmigration,outmigration,netmigration,inmigration_rate,outmigration_rate,netmigration_rate
2010,RU,136214,4415,4956,-541,0.03241223369110371,0.036383925294022644,-0.003971691602918936
2011,RU,151335,4784,4995,-211,0.03161198665212938,0.03300624442462088,-0.0013942577724914923
2012,RU,173414,5135,5482,-347,0.02961121939405123,0.03161221124015362,-0.002000991846102391
2013,RU,207676,5628,5691,-63,0.027099905622219225,0.027403262774706755,-0.00030335715248752866
2014,RU,242628,6670,6235,435,0.027490644113622502,0.025697776019255814,0.0017928680943666848
2015,RU,278439,8081,6259,1822,0.029022514805756378,0.022478891247274986,0.006543623558481391
2016,RU,315729,8077,6784,1293,0.02558206563223524,0.021486781385301953,0.0040952842469332874
2017,RU,366525,7978,7575,403,0.021766591637678193,0.0206670759156947,0.0010995157219834935
2018,RU,421080,8815,8515,300,0.020934264272822266,0.02022181058231215,0.0007124536905101168
2019,RU,473540,10514,9245,1269,0.022202981796680323,0.01952316594163112,0.002679815855049204
2020,RU,505020,11166,10290,876,0.022110015444932875,0.020375430676012832,0.0017345847689200428
2021,RU,496796,11155,10702,453,0.022453884491823606,0.021542041401299526,0.0009118430905240783
2022,RU,456431,8895,10414,-1519,0.019488159217932174,0.02281615402985336,-0.0033279948119211886
2023,RU,431342,10350,13696,-3346,0.0239948810920337,0.031752066805458314,-0.007757185713424614
2024,RU,327247,10494,13803,-3309,0.03206752086344566,0.04217914908310848,-0.010111628219662824
2025,RU,208972,11857,14852,-2995,0.056739658901671035,0.07107172252741994,-0.014332063625748905
1998,RW,122,0,0,0,0.0,0.0,0.0
1999,RW,195,4,2,2,0.020512820512820513,0.010256410256410256,0.010256410256410256
2000,RW,251,6,6,0,0.02390438247011952,0.02390438247011952,0.0
2001,RW,255,5,11,-6,0.0196078431372549,0.043137254901960784,-0.023529411764705882
2002,RW,268,10,12,-2,0.03731343283582089,0.04477611940298507,-0.007462686567164179
2003,RW,309,21,10,11,0.06796116504854369,0.032362459546925564,0.03559870550161812
2004,RW,325,19,16,3,0.05846153846153846,0.04923076923076923,0.009230769230769232
2005,RW,346,11,14,-3,0.031791907514450865,0.04046242774566474,-0.008670520231213872
2006,RW,396,24,11,13,0.06060606060606061,0.027777777777777776,0.03282828282828283
2007,RW,444,23,19,4,0.0518018018018018,0.04279279279279279,0.009009009009009009
2008,RW,482,35,33,2,0.07261410788381743,0.06846473029045644,0.004149377593360996
2009,RW,587,31,23,8,0.05281090289608177,0.039182282793867124,0.013628620102214651
2010,RW,738,38,34,4,0.051490514905149054,0.04607046070460705,0.005420054200542005
2011,RW,883,44,41,3,0.04983012457531144,0.0464326160815402,0.0033975084937712344
2012,RW,1163,70,48,22,0.06018916595012898,0.0412725709372313,0.018916595012897677
2013,RW,1285,54,51,3,0.04202334630350195,0.03968871595330739,0.0023346303501945525
2014,RW,1407,83,46,37,0.058990760483297794,0.032693674484719264,0.026297085998578537
2015,RW,1444,85,82,3,0.05886426592797784,0.05678670360110803,0.002077562326869806
2016,RW,1597,93,113,-20,0.05823418910457107,0.07075767063243582,-0.012523481527864746
2017,RW,1927,112,117,-5,0.05812143227815257,0.06071613907628438,-0.002594706798131811
2018,RW,2440,147,120,27,0.06024590163934426,0.04918032786885246,0.011065573770491803
2019,RW,2925,194,129,65,0.06632478632478632,0.0441025641025641,0.022222222222222223
2020,RW,3536,229,168,61,0.06476244343891403,0.04751131221719457,0.017251131221719458
2021,RW,4017,253,215,38,0.06298232511824745,0.05352252925068459,0.009459795867562858
2022,RW,5041,256,216,40,0.05078357468756199,0.04284864114263043,0.007934933544931562
2023,RW,6231,350,289,61,0.05617075910768737,0.046380998234633285,0.009789760873054084
2024,RW,5324,462,320,142,0.08677685950413223,0.06010518407212622,0.02667167543200601
2025,RW,3853,749,402,347,0.19439397871788217,0.1043342849727485,0.09005969374513366
1998,SA,4897,0,0,0,0.0,0.0,0.0
1999,SA,4922,95,87,8,0.019301097114993906,0.0176757415684681,0.0016253555465258025
2000,SA,5295,158,141,17,0.02983947119924457,0.026628895184135977,0.003210576015108593
2001,SA,5414,178,170,8,0.0328777244181751,0.03140007388252678,0.0014776505356483192
2002,SA,5925,247,201,46,0.04168776371308017,0.033924050632911394,0.007763713080168776
2003,SA,5812,294,241,53,0.05058499655884377,0.04146593255333792,0.00911906400550585
2004,SA,6028,354,250,104,0.05872594558725946,0.041473125414731256,0.017252820172528202
2005,SA,6263,305,326,-21,0.04869870669008462,0.05205173239661504,-0.0033530257065304166
2006,SA,6989,363,309,54,0.05193876091000143,0.0442123336671913,0.007726427242810131
2007,SA,8242,410,332,78,0.049745207473914095,0.04028148507643776,0.00946372239747634
2008,SA,10152,588,395,193,0.057919621749408984,0.038908589440504335,0.01901103230890465
2009,SA,12934,737,506,231,0.05698159888665533,0.039121694758002167,0.017859904128653164
2010,SA,16753,1138,565,573,0.06792813227481645,0.03372530293081836,0.03420282934399809
2011,SA,21168,1568,714,854,0.07407407407407407,0.03373015873015873,0.04034391534391534
2012,SA,25961,1946,968,978,0.07495859173375448,0.037286699279688765,0.037671892454065714
2013,SA,30811,2305,1304,1001,0.07481094414332544,0.04232254714225439,0.03248839700107105
2014,SA,36078,2629,1493,1136,0.07286989300959033,0.041382560008869675,0.03148733300072066
2015,SA,42067,2952,1859,1093,0.07017377041386359,0.04419140894287684,0.02598236147098676
2016,SA,48963,2984,2226,758,0.060943978105916716,0.04546290055756388,0.015481077548352838
2017,SA,56674,3207,2478,729,0.056586794650104105,0.04372375339661926,0.012863041253484843
2018,SA,67705,3550,2755,795,0.05243335056495089,0.040691234029983016,0.011742116534967876
2019,SA,81981,4038,3011,1027,0.049255315255973944,0.0367280223466413,0.01252729290933265
2020,SA,101209,4856,3491,1365,0.0479799227341442,0.03449297987333142,0.013486942860812774
2021,SA,116666,4741,3687,1054,0.04063737507071469,0.03160303773164418,0.00903433733907051
2022,SA,130828,4644,3651,993,0.035496988412266485,0.027906870088971778,0.007590118323294708
2023,SA,138490,5539,4349,1190,0.03999566755722435,0.0314029893855152,0.008592678171709148
2024,SA,111103,6322,4739,1583,0.05690215385723158,0.04265411375030377,0.014248040106927805
2025,SA,72092,7188,5532,1656,0.09970593130999279,0.07673528269433502,0.02297064861565777
1998,SB,5,0,0,0,0.0,0.0,0.0
1999,SB,7,1,0,1,0.14285714285714285,0.0,0.14285714285714285
2000,SB,4,0,1,-1,0.0,0.25,-0.25
2001,SB,4,1,0,1,0.25,0.0,0.25
2002,SB,2,0,0,0,0.0,0.0,0.0
2003,SB,2,0,0,0,0.0,0.0,0.0
2004,SB,5,1,0,1,0.2,0.0,0.2
2005,SB,7,0,0,0,0.0,0.0,0.0
2006,SB,8,0,0,0,0.0,0.0,0.0
2007,SB,8,1,3,-2,0.125,0.375,-0.25
2008,SB,9,2,0,2,0.2222222222222222,0.0,0.2222222222222222
2009,SB,15,0,0,0,0.0,0.0,0.0
2010,SB,14,1,1,0,0.07142857142857142,0.07142857142857142,0.0
2011,SB,11,1,4,-3,0.09090909090909091,0.36363636363636365,-0.2727272727272727
2012,SB,9,0,1,-1,0.0,0.1111111111111111,-0.1111111111111111
2013,SB,23,0,0,0,0.0,0.0,0.0
2014,SB,31,1,1,0,0.03225806451612903,0.03225806451612903,0.0
2015,SB,36,8,2,6,0.2222222222222222,0.05555555555555555,0.16666666666666666
2016,SB,31,4,3,1,0.12903225806451613,0.0967741935483871,0.03225806451612903
2017,SB,34,2,5,-3,0.058823529411764705,0.14705882352941177,-0.08823529411764706
2018,SB,50,4,3,1,0.08,0.06,0.02
2019,SB,54,6,0,6,0.1111111111111111,0.0,0.1111111111111111
2020,SB,44,6,2,4,0.13636363636363635,0.045454545454545456,0.09090909090909091
2021,SB,40,5,8,-3,0.125,0.2,-0.075
2022,SB,53,7,1,6,0.1320754716981132,0.018867924528301886,0.11320754716981132
2023,SB,50,4,8,-4,0.08,0.16,-0.08
2024,SB,43,9,6,3,0.20930232558139536,0.13953488372093023,0.06976744186046512
2025,SB,19,5,7,-2,0.2631578947368421,0.3684210526315789,-0.10526315789473684
1998,SC,34,0,0,0,0.0,0.0,0.0
1999,SC,33,2,0,2,0.06060606060606061,0.0,0.06060606060606061
2000,SC,52,2,4,-2,0.038461538461538464,0.07692307692307693,-0.038461538461538464
2001,SC,50,0,5,-5,0.0,0.1,-0.1
2002,SC,76,2,1,1,0.02631578947368421,0.013157894736842105,0.013157894736842105
2003,SC,63,2,1,1,0.031746031746031744,0.015873015873015872,0.015873015873015872
2004,SC,82,4,4,0,0.04878048780487805,0.04878048780487805,0.0
2005,SC,78,4,1,3,0.05128205128205128,0.01282051282051282,0.038461538461538464
2006,SC,80,5,3,2,0.0625,0.0375,0.025
2007,SC,69,3,6,-3,0.043478260869565216,0.08695652173913043,-0.043478260869565216
2008,SC,79,3,2,1,0.0379746835443038,0.02531645569620253,0.012658227848101266
2009,SC,99,5,4,1,0.050505050505050504,0.04040404040404041,0.010101010101010102
2010,SC,102,4,6,-2,0.0392156862745098,0.058823529411764705,-0.0196078431372549
2011,SC,103,2,4,-2,0.019417475728155338,0.038834951456310676,-0.019417475728155338
2012,SC,116,4,6,-2,0.034482758620689655,0.05172413793103448,-0.017241379310344827
2013,SC,115,10,3,7,0.08695652173913043,0.02608695652173913,0.06086956521739131
2014,SC,101,5,7,-2,0.04950495049504951,0.06930693069306931,-0.019801980198019802
2015,SC,107,11,3,8,0.102803738317757,0.028037383177570093,0.07476635514018691
2016,SC,100,10,9,1,0.1,0.09,0.01
2017,SC,105,11,11,0,0.10476190476190476,0.10476190476190476,0.0
2018,SC,114,7,6,1,0.06140350877192982,0.05263157894736842,0.008771929824561403
2019,SC,162,15,9,6,0.09259259259259259,0.05555555555555555,0.037037037037037035
2020,SC,198,15,16,-1,0.07575757575757576,0.08080808080808081,-0.005050505050505051
2021,SC,227,25,14,11,0.11013215859030837,0.06167400881057269,0.048458149779735685
2022,SC,248,25,19,6,0.10080645161290322,0.07661290322580645,0.024193548387096774
2023,SC,311,22,23,-1,0.0707395498392283,0.07395498392282958,-0.003215434083601286
2024,SC,268,39,22,17,0.1455223880597015,0.08208955223880597,0.06343283582089553
2025,SC,192,47,34,13,0.24479166666666666,0.17708333333333334,0.06770833333333333
1998,SD,483,0,0,0,0.0,0.0,0.0
1999,SD,468,12,19,-7,0.02564102564102564,0.0405982905982906,-0.014957264957264958
2000,SD,506,20,28,-8,0.039525691699604744,0.05533596837944664,-0.015810276679841896
2001,SD,549,25,22,3,0.04553734061930783,0.04007285974499089,0.00546448087431694
2002,SD,638,42,42,0,0.06583072100313479,0.06583072100313479,0.0
2003,SD,724,46,42,4,0.06353591160220995,0.058011049723756904,0.0055248618784530384
2004,SD,793,46,61,-15,0.058007566204287514,0.07692307692307693,-0.018915510718789406
2005,SD,946,68,41,27,0.07188160676532769,0.04334038054968287,0.02854122621564482
2006,SD,1137,50,65,-15,0.04397537379067722,0.05716798592788039,-0.013192612137203167
2007,SD,1479,88,71,17,0.05949966193373901,0.048005409060175794,0.011494252873563218
2008,SD,1708,126,78,48,0.07377049180327869,0.04566744730679157,0.02810304449648712
2009,SD,2019,160,105,55,0.079247152055473,0.05200594353640416,0.027241208519068846
2010,SD,2167,109,132,-23,0.050299953853253344,0.06091370558375635,-0.010613751730503
2011,SD,2742,116,137,-21,0.04230488694383661,0.049963530269876,-0.007658643326039387
2012,SD,3330,119,154,-35,0.035735735735735734,0.04624624624624624,-0.010510510510510511
2013,SD,4034,173,168,5,0.0428854734754586,0.04164600892414477,0.0012394645513138325
2014,SD,4823,207,194,13,0.04291934480613726,0.04022392701637985,0.0026954177897574125
2015,SD,5424,268,248,20,0.049410029498525077,0.045722713864306784,0.003687315634218289
2016,SD,6179,297,278,19,0.04806603010195824,0.04499109888331445,0.0030749312186437935
2017,SD,6721,297,328,-31,0.044189852700491,0.04880226156821901,-0.004612408867728016
2018,SD,7650,313,380,-67,0.04091503267973856,0.04967320261437908,-0.008758169934640523
2019,SD,8883,383,393,-10,0.043116064392660136,0.044241810199257006,-0.0011257458065968705
2020,SD,10252,418,521,-103,0.0407725321888412,0.05081935232149824,-0.010046820132657043
2021,SD,10917,533,540,-7,0.048822936704222775,0.0494641384995878,-0.000641201795365027
2022,SD,10863,512,538,-26,0.04713246801067845,0.049525913651845714,-0.0023934456411672652
2023,SD,10476,649,686,-37,0.061951126384116074,0.06548300878197785,-0.003531882397861779
2024,SD,7428,666,832,-166,0.08966074313408724,0.11200861604738827,-0.022347872913301023
2025,SD,4543,1005,931,74,0.2212194585075941,0.2049306625577812,0.0162887959498129
1998,SE,39653,0,0,0,0.0,0.0,0.0
1999,SE,40595,1169,1109,60,0.028796649833723365,0.027318635299913782,0.0014780145338095824
2000,SE,42774,1532,1533,-1,0.03581614999766213,0.035839528685650164,-2.337868798803011e-05
2001,SE,44768,1817,1797,20,0.040587026447462475,0.040140278770550396,0.00044674767691208004
2002,SE,46800,2017,2334,-317,0.043098290598290595,0.04987179487179487,-0.0067735042735042736
2003,SE,48454,2232,2370,-138,0.04606430841622983,0.04891237049572791,-0.0028480620794980806
2004,SE,50467,2490,2465,25,0.04933917213228446,0.0488437989181049,0.0004953732141795629
2005,SE,51641,2567,2789,-222,0.04970856489998257,0.054007474680970544,-0.004298909780987975
2006,SE,53607,2757,3033,-276,0.051429850579215404,0.05657843192120432,-0.005148581341988919
2007,SE,55868,2842,3226,-384,0.050869907639435816,0.05774325195102742,-0.006873344311591608
2008,SE,58104,3319,3445,-126,0.05712171279085777,0.05929023819358392,-0.0021685254027261464
2009,SE,59845,3573,3557,16,0.05970423594285237,0.0594368786030579,0.00026735733979446906
2010,SE,61893,3684,3624,60,0.05952207842567011,0.058552663467597306,0.0009694149580728031
2011,SE,64948,3871,3660,211,0.059601527375746755,0.05635277452731416,0.003248752848432592
2012,SE,68050,4189,3755,434,0.06155767817781043,0.05518001469507715,0.006377663482733284
2013,SE,71016,4409,3983,426,0.062084600653373886,0.05608595246141714,0.005998648191956742
2014,SE,74097,5118,4300,818,0.06907162233288797,0.05803203908390353,0.01103958324898444
2015,SE,75824,5262,4599,663,0.06939755222620807,0.060653618906942396,0.008743933319265668
2016,SE,77441,5585,4912,673,0.0721194199455069,0.06342893299415038,0.008690486951356517
2017,SE,78949,5305,5162,143,0.06719527796425541,0.06538398206437067,0.0018112958998847356
2018,SE,81497,5506,5085,421,0.06756076910806533,0.062394934782875444,0.005165834325189884
2019,SE,84381,5698,5178,520,0.0675270499283014,0.06136452518931987,0.006162524738981524
2020,SE,87919,5976,5298,678,0.06797165572856834,0.060260012056552056,0.007711643672016288
2021,SE,90561,5999,5337,662,0.06624264308035467,0.05893265312883029,0.007309989951524387
2022,SE,92507,5649,5324,325,0.06106564908601511,0.057552401439891036,0.003513247646124077
2023,SE,96102,6229,5974,255,0.0648165490832657,0.06216311835341616,0.002653430729849535
2024,SE,81214,6303,6164,139,0.07760977171423646,0.07589824414509813,0.0017115275691383259
2025,SE,59171,6774,6769,5,0.11448175626573828,0.11439725541227966,8.450085345861993e-05
1998,SG,11370,0,0,0,0.0,0.0,0.0
1999,SG,12930,424,316,108,0.03279195668986852,0.024439288476411445,0.008352668213457077
2000,SG,16577,670,544,126,0.04041744585871991,0.032816553055438256,0.007600892803281655
2001,SG,19053,827,741,86,0.04340523802025928,0.03889151314753582,0.004513724872723455
2002,SG,21878,1193,1077,116,0.05452966450315385,0.04922753450955297,0.005302129993600878
2003,SG,22613,1457,1308,149,0.06443196391456242,0.05784283376818644,0.0065891301463759785
2004,SG,23843,1538,1545,-7,0.06450530554041019,0.06479889275678397,-0.0002935872163737785
2005,SG,24187,1659,1939,-280,0.06859056517964196,0.08016703187662794,-0.011576466696985983
2006,SG,24587,1807,2205,-398,0.07349412291048114,0.08968153902468784,-0.016187416114206696
2007,SG,25579,1965,2369,-404,0.0768208295867704,0.09261503577153134,-0.015794206184760937
2008,SG,27521,2345,2447,-102,0.08520765960539224,0.08891392027905963,-0.0037062606736673813
2009,SG,29541,2611,2574,37,0.0883856335262855,0.0871331369960394,0.0012524965302460986
2010,SG,31569,2724,2788,-64,0.08628718046184548,0.08831448572967152,-0.002027305267826032
2011,SG,33361,3089,3140,-51,0.09259314768741944,0.09412187884056233,-0.0015287311531428914
2012,SG,35153,3421,3217,204,0.09731744090120331,0.09151423776064632,0.005803203140556994
2013,SG,36997,3611,3532,79,0.09760250831148472,0.09546720004324676,0.002135308268237965
2014,SG,38980,3738,3735,3,0.09589533093894305,0.09581836839404823,7.696254489481785e-05
2015,SG,40466,3881,3934,-53,0.09590767557949884,0.09721741709089111,-0.00130974151139228
2016,SG,41939,4097,3966,131,0.0976895014187272,0.0945659171654069,0.0031235842533202983
2017,SG,43013,4106,4219,-113,0.09545951224048543,0.09808662497384511,-0.002627112733359682
2018,SG,45810,4024,4491,-467,0.08784108273302772,0.09803536345776032,-0.010194280724732592
2019,SG,47877,4023,4665,-642,0.0840278212920609,0.097437182780876,-0.013409361488815089
2020,SG,50222,4282,4779,-497,0.085261439209908,0.09515750069690573,-0.00989606148699773
2021,SG,51355,4101,4814,-713,0.07985590497517282,0.09373965534027845,-0.013883750365105637
2022,SG,51790,3614,4531,-917,0.06978181116045569,0.08748793203321105,-0.01770612087275536
2023,SG,54231,4822,5321,-499,0.08891593369106231,0.09811731297597315,-0.009201379284910844
2024,SG,44146,5287,6308,-1021,0.1197616998142527,0.14288950301273048,-0.023127803198477778
2025,SG,31193,6340,6733,-393,0.20325072933029847,0.21584970987080435,-0.012598980540505882
1998,SI,4280,0,0,0,0.0,0.0,0.0
1999,SI,4630,91,107,-16,0.019654427645788338,0.02311015118790497,-0.0034557235421166306
2000,SI,5377,152,151,1,0.028268551236749116,0.02808257392598103,0.0001859773107680863
2001,SI,5930,196,187,9,0.03305227655986509,0.03153456998313659,0.0015177065767284991
2002,SI,6600,196,247,-51,0.029696969696969697,0.03742424242424242,-0.007727272727272728
2003,SI,7045,266,236,30,0.03775727466288148,0.03349893541518808,0.0042583392476933995
2004,SI,7471,292,266,26,0.03908445991165841,0.03560433676883951,0.0034801231428189
2005,SI,7990,372,321,51,0.04655819774718398,0.040175219023779726,0.006382978723404255
2006,SI,8532,386,355,31,0.045241443975621194,0.041608063759962496,0.0036333802156586965
2007,SI,9224,457,462,-5,0.049544666088464875,0.05008673026886384,-0.0005420641803989592
2008,SI,9697,457,503,-46,0.04712797772506961,0.051871712900897184,-0.004743735175827575
2009,SI,10398,501,512,-11,0.04818234275822274,0.04924023850740527,-0.0010578957491825351
2010,SI,11003,514,574,-60,0.04671453240025448,0.05216759065709352,-0.005453058256839044
2011,SI,11788,598,576,22,0.050729555480149305,0.04886325076348829,0.0018663047166610112
2012,SI,12519,515,691,-176,0.0411374710440131,0.05519610192507389,-0.014058630881060788
2013,SI,13437,653,703,-50,0.04859715710352013,0.05231822579444816,-0.0037210686909280345
2014,SI,14152,740,768,-28,0.05228942905596382,0.054267947993216506,-0.001978518937252685
2015,SI,14604,796,788,8,0.05450561490002739,0.053957819775404,0.0005477951246233908
2016,SI,14919,809,904,-95,0.054226154568000534,0.06059387358402038,-0.006367719016019841
2017,SI,15265,831,944,-113,0.054438257451686865,0.061840812315754994,-0.00740255486406813
2018,SI,16131,919,945,-26,0.0569710495319571,0.05858285289194718,-0.0016118033599900811
2019,SI,17178,902,989,-87,0.05250902316916987,0.05757364070322506,-0.005064617534055187
2020,SI,18487,989,1071,-82,0.05349705198247417,0.05793260128739114,-0.004435549304916969
2021,SI,19347,1019,1098,-79,0.05266966454747506,0.056752984958908355,-0.004083320411433297
2022,SI,20084,938,1042,-104,0.046703843855805616,0.05188209520015933,-0.005178251344353714
2023,SI,21777,1153,1103,50,0.05294576847132296,0.0506497681039629,0.002296000367360059
2024,SI,18205,1192,1066,126,0.06547651744026367,0.05855534193902774,0.006921175501235924
2025,SI,12983,1696,1187,509,0.1306323654009089,0.09142725102056536,0.03920511438034353
1998,SJ,11,0,0,0,0.0,0.0,0.0
1999,SJ,13,4,0,4,0.3076923076923077,0.0,0.3076923076923077
2000,SJ,10,3,5,-2,0.3,0.5,-0.2
2001,SJ,9,0,2,-2,0.0,0.2222222222222222,-0.2222222222222222
2002,SJ,19,3,2,1,0.15789473684210525,0.10526315789473684,0.05263157894736842
2003,SJ,18,4,4,0,0.2222222222222222,0.2222222222222222,0.0
2004,SJ,20,4,3,1,0.2,0.15,0.05
2005,SJ,20,4,4,0,0.2,0.2,0.0
2006,SJ,16,5,6,-1,0.3125,0.375,-0.0625
2007,SJ,18,5,6,-1,0.2777777777777778,0.3333333333333333,-0.05555555555555555
2008,SJ,23,8,3,5,0.34782608695652173,0.13043478260869565,0.21739130434782608
2009,SJ,29,9,9,0,0.3103448275862069,0.3103448275862069,0.0
2010,SJ,40,5,7,-2,0.125,0.175,-0.05
2011,SJ,45,8,9,-1,0.17777777777777778,0.2,-0.022222222222222223
2012,SJ,55,14,4,10,0.2545454545454545,0.07272727272727272,0.18181818181818182
2013,SJ,44,7,15,-8,0.1590909090909091,0.3409090909090909,-0.18181818181818182
2014,SJ,39,10,11,-1,0.2564102564102564,0.28205128205128205,-0.02564102564102564
2015,SJ,40,13,14,-1,0.325,0.35,-0.025
2016,SJ,43,9,14,-5,0.20930232558139536,0.32558139534883723,-0.11627906976744186
2017,SJ,56,10,11,-1,0.17857142857142858,0.19642857142857142,-0.017857142857142856
2018,SJ,59,9,6,3,0.15254237288135594,0.1016949152542373,0.05084745762711865
2019,SJ,50,5,8,-3,0.1,0.16,-0.06
2020,SJ,50,11,15,-4,0.22,0.3,-0.08
2021,SJ,60,11,9,2,0.18333333333333332,0.15,0.03333333333333333
2022,SJ,83,12,12,0,0.14457831325301204,0.14457831325301204,0.0
2023,SJ,104,21,20,1,0.20192307692307693,0.19230769230769232,0.009615384615384616
2024,SJ,94,23,17,6,0.24468085106382978,0.18085106382978725,0.06382978723404255
2025,SJ,67,23,11,12,0.34328358208955223,0.16417910447761194,0.1791044776119403
1998,SK,6071,0,0,0,0.0,0.0,0.0
1999,SK,6414,312,309,3,0.04864359214218896,0.04817586529466791,0.0004677268475210477
2000,SK,6757,451,445,6,0.0667455971585023,0.0658576291253515,0.0008879680331508066
2001,SK,7028,492,551,-59,0.07000569151963575,0.07840068298235629,-0.008394991462720547
2002,SK,7361,532,666,-134,0.07227278902323053,0.0904768373862247,-0.01820404836299416
2003,SK,7726,524,688,-164,0.06782293554232462,0.08904996117007508,-0.021227025627750452
2004,SK,8435,607,681,-74,0.07196206283343212,0.08073503260225252,-0.008772969768820391
2005,SK,9095,666,798,-132,0.07322704782847718,0.08774051676745465,-0.01451346893897746
2006,SK,9995,735,754,-19,0.0735367683841921,0.07543771885942971,-0.0019009504752376188
2007,SK,10844,750,907,-157,0.06916267060125415,0.08364072298045001,-0.014478052379195869
2008,SK,12016,890,945,-55,0.07406790945406125,0.07864513981358189,-0.004577230359520639
2009,SK,13178,961,945,16,0.07292457125512217,0.07171042646835635,0.0012141447867658219
2010,SK,14520,970,976,-6,0.06680440771349862,0.06721763085399449,-0.00041322314049586776
2011,SK,16049,875,1109,-234,0.05452053087419777,0.0691008785594118,-0.014580347685214032
2012,SK,18103,965,1072,-107,0.053306081864884274,0.0592167044136331,-0.005910622548748826
2013,SK,19389,1079,1142,-63,0.05565011088761669,0.058899375934808394,-0.0032492650471917066
2014,SK,20492,1189,1193,-4,0.05802264298262737,0.058217841108725354,-0.00019519812609798947
2015,SK,20947,1191,1304,-113,0.05685778393087316,0.06225235117200554,-0.005394567241132382
2016,SK,21357,1266,1329,-63,0.05927798848152831,0.06222784098890294,-0.0029498525073746312
2017,SK,21927,1258,1440,-182,0.05737218953801249,0.06567245861266931,-0.008300269074656816
2018,SK,22797,1347,1410,-63,0.059086721937096985,0.06185024345308593,-0.0027635215159889457
2019,SK,23949,1524,1551,-27,0.06363522485281223,0.0647626205687085,-0.0011273957158962795
2020,SK,24621,1416,1655,-239,0.05751188010235165,0.06721904065635027,-0.009707160553998619
2021,SK,24979,1375,1604,-229,0.05504623884062613,0.06421393970935586,-0.009167700868729733
2022,SK,25108,1271,1350,-79,0.050621315915246136,0.05376772343476183,-0.003146407519515692
2023,SK,26035,1519,1449,70,0.058344536201267526,0.05565584789706165,0.002688688304205877
2024,SK,21392,1692,1409,283,0.07909498878085265,0.06586574420344053,0.013229244577412117
2025,SK,15491,2437,1747,690,0.1573171518946485,0.11277515977018915,0.04454199212445936
1998,SL,47,0,0,0,0.0,0.0,0.0
1999,SL,60,1,1,0,0.016666666666666666,0.016666666666666666,0.0
2000,SL,63,0,2,-2,0.0,0.031746031746031744,-0.031746031746031744
2001,SL,70,0,3,-3,0.0,0.04285714285714286,-0.04285714285714286
2002,SL,70,1,1,0,0.014285714285714285,0.014285714285714285,0.0
2003,SL,81,7,4,3,0.08641975308641975,0.04938271604938271,0.037037037037037035
2004,SL,75,3,5,-2,0.04,0.06666666666666667,-0.02666666666666667
2005,SL,74,3,6,-3,0.04054054054054054,0.08108108108108109,-0.04054054054054054
2006,SL,75,4,4,0,0.05333333333333334,0.05333333333333334,0.0
2007,SL,79,5,7,-2,0.06329113924050633,0.08860759493670886,-0.02531645569620253
2008,SL,123,8,6,2,0.06504065040650407,0.04878048780487805,0.016260162601626018
2009,SL,155,5,8,-3,0.03225806451612903,0.05161290322580645,-0.01935483870967742
2010,SL,197,13,7,6,0.06598984771573604,0.03553299492385787,0.030456852791878174
2011,SL,200,8,11,-3,0.04,0.055,-0.015
2012,SL,231,12,5,7,0.05194805194805195,0.021645021645021644,0.030303030303030304
2013,SL,318,13,11,2,0.040880503144654086,0.03459119496855346,0.006289308176100629
2014,SL,437,13,13,0,0.029748283752860413,0.029748283752860413,0.0
2015,SL,589,39,17,22,0.06621392190152801,0.028862478777589132,0.03735144312393888
2016,SL,625,52,20,32,0.0832,0.032,0.0512
2017,SL,633,50,36,14,0.07898894154818326,0.05687203791469194,0.022116903633491312
2018,SL,682,35,35,0,0.051319648093841645,0.051319648093841645,0.0
2019,SL,908,46,34,12,0.05066079295154185,0.037444933920704845,0.013215859030837005
2020,SL,1139,82,55,27,0.07199297629499561,0.048287971905179985,0.02370500438981563
2021,SL,1264,95,55,40,0.07515822784810126,0.043512658227848104,0.03164556962025317
2022,SL,1318,77,60,17,0.05842185128983308,0.04552352048558422,0.012898330804248861
2023,SL,1425,87,88,-1,0.061052631578947365,0.061754385964912284,-0.0007017543859649122
2024,SL,1123,85,108,-23,0.07569011576135352,0.09617097061442564,-0.020480854853072127
2025,SL,724,118,118,0,0.16298342541436464,0.16298342541436464,0.0
1998,SM,27,0,0,0,0.0,0.0,0.0
1999,SM,18,1,1,0,0.05555555555555555,0.05555555555555555,0.0
2000,SM,18,0,5,-5,0.0,0.2777777777777778,-0.2777777777777778
2001,SM,13,1,1,0,0.07692307692307693,0.07692307692307693,0.0
2002,SM,14,1,5,-4,0.07142857142857142,0.35714285714285715,-0.2857142857142857
2003,SM,16,0,2,-2,0.0,0.125,-0.125
2004,SM,21,2,1,1,0.09523809523809523,0.047619047619047616,0.047619047619047616
2005,SM,30,4,2,2,0.13333333333333333,0.06666666666666667,0.06666666666666667
2006,SM,33,8,4,4,0.24242424242424243,0.12121212121212122,0.12121212121212122
2007,SM,37,8,4,4,0.21621621621621623,0.10810810810810811,0.10810810810810811
2008,SM,40,7,8,-1,0.175,0.2,-0.025
2009,SM,51,6,8,-2,0.11764705882352941,0.1568627450980392,-0.0392156862745098
2010,SM,54,4,4,0,0.07407407407407407,0.07407407407407407,0.0
2011,SM,58,16,10,6,0.27586206896551724,0.1724137931034483,0.10344827586206896
2012,SM,61,11,12,-1,0.18032786885245902,0.19672131147540983,-0.01639344262295082
