year,country,n_researchers,inmigration,outmigration,netmigration,inmigration_rate,outmigration_rate,netmigration_rate
1998,MK,157,0,0,0,0.0,0.0,0.0
1999,MK,162,21,14,7,0.12962962962962962,0.08641975308641975,0.043209876543209874
2000,MK,236,25,34,-9,0.1059322033898305,0.1440677966101695,-0.038135593220338986
2001,MK,276,44,36,8,0.15942028985507245,0.13043478260869565,0.028985507246376812
2002,MK,294,40,57,-17,0.1360544217687075,0.19387755102040816,-0.05782312925170068
2003,MK,299,55,74,-19,0.18394648829431437,0.24749163879598662,-0.06354515050167224
2004,MK,329,69,64,5,0.20972644376899696,0.1945288753799392,0.015197568389057751
2005,MK,343,63,81,-18,0.1836734693877551,0.23615160349854228,-0.052478134110787174
2006,MK,419,89,110,-21,0.21241050119331742,0.26252983293556087,-0.050119331742243436
2007,MK,487,85,101,-16,0.17453798767967146,0.20739219712525667,-0.03285420944558522
2008,MK,537,127,123,4,0.23649906890130354,0.22905027932960895,0.0074487895716946
2009,MK,601,129,129,0,0.2146422628951747,0.2146422628951747,0.0
2010,MK,720,151,142,9,0.20972222222222223,0.19722222222222222,0.0125
2011,MK,983,176,168,8,0.1790437436419125,0.17090539165818922,0.008138351983723296
2012,MK,1263,216,162,54,0.171021377672209,0.12826603325415678,0.04275534441805225
2013,MK,1429,237,225,12,0.16585024492652203,0.15745276417074877,0.008397480755773267
2014,MK,1765,272,250,22,0.15410764872521246,0.141643059490085,0.012464589235127478
2015,MK,1942,318,281,37,0.16374871266735325,0.1446961894953656,0.01905252317198764
2016,MK,1979,315,306,9,0.15917129863567459,0.15462354724608388,0.004547751389590703
2017,MK,2182,303,347,-44,0.1388634280476627,0.15902841429880843,-0.02016498625114574
2018,MK,2155,332,367,-35,0.15406032482598608,0.17030162412993038,-0.016241299303944315
2019,MK,2394,406,345,61,0.1695906432748538,0.14411027568922305,0.025480367585630742
2020,MK,2834,441,383,58,0.1556104446012703,0.13514467184191956,0.020465772759350742
2021,MK,2755,386,373,13,0.14010889292196008,0.1353901996370236,0.004718693284936479
2022,MK,3365,376,350,26,0.11173848439821694,0.10401188707280833,0.007726597325408618
2023,MK,3335,444,406,38,0.13313343328335833,0.12173913043478261,0.011394302848575712
2024,MK,3401,486,365,121,0.1428991473096148,0.10732137606586298,0.03557777124375184
2025,MK,4012,617,431,186,0.15378863409770688,0.10742771684945164,0.04636091724825524
1998,ML,146,0,0,0,0.0,0.0,0.0
1999,ML,99,23,45,-22,0.23232323232323232,0.45454545454545453,-0.2222222222222222
2000,ML,167,56,35,21,0.33532934131736525,0.20958083832335328,0.12574850299401197
2001,ML,177,59,57,2,0.3333333333333333,0.3220338983050847,0.011299435028248588
2002,ML,236,82,74,8,0.3474576271186441,0.3135593220338983,0.03389830508474576
2003,ML,241,66,89,-23,0.27385892116182575,0.36929460580912865,-0.0954356846473029
2004,ML,250,72,78,-6,0.288,0.312,-0.024
2005,ML,287,109,84,25,0.3797909407665505,0.2926829268292683,0.08710801393728224
2006,ML,370,119,108,11,0.3216216216216216,0.2918918918918919,0.02972972972972973
2007,ML,404,129,135,-6,0.3193069306930693,0.3341584158415842,-0.01485148514851485
2008,ML,413,150,141,9,0.36319612590799033,0.3414043583535109,0.021791767554479417
2009,ML,492,158,155,3,0.32113821138211385,0.3150406504065041,0.006097560975609756
2010,ML,431,117,128,-11,0.271461716937355,0.29698375870069604,-0.025522041763341066
2011,ML,619,142,152,-10,0.2294022617124394,0.2455573505654281,-0.01615508885298869
2012,ML,613,175,182,-7,0.28548123980424145,0.2969004893964111,-0.011419249592169658
2013,ML,670,161,218,-57,0.24029850746268658,0.3253731343283582,-0.08507462686567165
2014,ML,677,199,200,-1,0.29394387001477107,0.29542097488921715,-0.0014771048744460858
2015,ML,645,163,219,-56,0.2527131782945736,0.3395348837209302,-0.08682170542635659
2016,ML,884,230,188,42,0.26018099547511314,0.21266968325791855,0.04751131221719457
2017,ML,988,212,208,4,0.2145748987854251,0.21052631578947367,0.004048582995951417
2018,ML,1342,289,212,77,0.21535022354694486,0.15797317436661698,0.05737704918032787
2019,ML,1613,284,260,24,0.17606943583384996,0.16119032858028517,0.014879107253564786
2020,ML,1523,247,327,-80,0.16217990807616547,0.21470781352593565,-0.05252790544977019
2021,ML,1916,361,280,81,0.1884133611691023,0.14613778705636743,0.042275574112734866
2022,ML,2134,282,285,-3,0.13214620431115276,0.13355201499531397,-0.0014058106841611997
2023,ML,2532,381,322,59,0.1504739336492891,0.12717219589257503,0.02330173775671406
2024,ML,1871,291,418,-127,0.15553180117584178,0.22340994120791022,-0.06787814003206841
2025,ML,1458,249,357,-108,0.17078189300411523,0.2448559670781893,-0.07407407407407407
1998,MM,172,0,0,0,0.0,0.0,0.0
1999,MM,219,38,33,5,0.1735159817351598,0.1506849315068493,0.0228310502283105
2000,MM,281,59,56,3,0.2099644128113879,0.199288256227758,0.010676156583629894
2001,MM,279,81,76,5,0.2903225806451613,0.2724014336917563,0.017921146953405017
2002,MM,286,83,117,-34,0.2902097902097902,0.4090909090909091,-0.11888111888111888
2003,MM,261,88,119,-31,0.3371647509578544,0.4559386973180077,-0.11877394636015326
2004,MM,251,88,129,-41,0.350597609561753,0.5139442231075697,-0.16334661354581673
2005,MM,341,105,143,-38,0.30791788856304986,0.41935483870967744,-0.11143695014662756
2006,MM,319,116,148,-32,0.36363636363636365,0.46394984326018807,-0.10031347962382445
2007,MM,306,102,168,-66,0.3333333333333333,0.5490196078431373,-0.21568627450980393
2008,MM,318,101,152,-51,0.31761006289308175,0.4779874213836478,-0.16037735849056603
2009,MM,405,122,165,-43,0.3012345679012346,0.4074074074074074,-0.10617283950617284
2010,MM,475,133,149,-16,0.28,0.3136842105263158,-0.03368421052631579
2011,MM,476,149,147,2,0.3130252100840336,0.3088235294117647,0.004201680672268907
2012,MM,534,144,154,-10,0.2696629213483146,0.2883895131086142,-0.018726591760299626
2013,MM,533,144,189,-45,0.2701688555347092,0.3545966228893058,-0.08442776735459662
2014,MM,639,141,190,-49,0.22065727699530516,0.297339593114241,-0.07668231611893583
2015,MM,925,160,167,-7,0.17297297297297298,0.18054054054054053,-0.0075675675675675675
2016,MM,857,208,185,23,0.2427071178529755,0.21586931155192532,0.026837806301050177
2017,MM,983,188,226,-38,0.19125127161749747,0.2299084435401831,-0.038657171922685654
2018,MM,1224,219,234,-15,0.17892156862745098,0.19117647058823528,-0.012254901960784314
2019,MM,1500,213,241,-28,0.142,0.16066666666666668,-0.018666666666666668
2020,MM,1769,273,266,7,0.15432447710570943,0.15036743923120408,0.00395703787450537
2021,MM,1602,317,279,38,0.19787765293383272,0.17415730337078653,0.02372034956304619
2022,MM,1295,232,263,-31,0.17915057915057914,0.2030888030888031,-0.023938223938223938
2023,MM,1411,352,312,40,0.24946846208362863,0.221119773210489,0.028348688873139617
2024,MM,1993,371,365,6,0.18615153035624687,0.18314099347717008,0.0030105368790767687
2025,MM,2265,560,399,161,0.24724061810154527,0.176158940397351,0.07108167770419425
1998,MN,107,0,0,0,0.0,0.0,0.0
1999,MN,130,16,15,1,0.12307692307692308,0.11538461538461539,0.007692307692307693
2000,MN,105,17,24,-7,0.1619047619047619,0.22857142857142856,-0.06666666666666667
2001,MN,110,20,23,-3,0.18181818181818182,0.20909090909090908,-0.02727272727272727
2002,MN,162,25,35,-10,0.15432098765432098,0.21604938271604937,-0.06172839506172839
2003,MN,206,35,35,0,0.16990291262135923,0.16990291262135923,0.0
2004,MN,303,67,50,17,0.22112211221122113,0.16501650165016502,0.056105610561056105
2005,MN,309,85,87,-2,0.2750809061488673,0.2815533980582524,-0.006472491909385114
2006,MN,375,83,119,-36,0.22133333333333333,0.31733333333333336,-0.096
2007,MN,504,110,118,-8,0.21825396825396826,0.23412698412698413,-0.015873015873015872
