year,country,n_researchers,inmigration,outmigration,netmigration,inmigration_rate,outmigration_rate,netmigration_rate
2018,DZ,18101,1115,843,272,0.06159880669576266,0.04657201259598917,0.015026794099773493
2019,DZ,17380,1014,935,79,0.05834292289988492,0.05379746835443038,0.004545454545454545
2020,DZ,19298,1099,990,109,0.05694890662244792,0.05130065291740077,0.005648253705047155
2021,DZ,21334,1111,1073,38,0.052076497609449705,0.05029530327177276,0.0017811943376769477
2022,DZ,20455,1080,970,110,0.052798826692740164,0.04742116841847959,0.005377658274260572
2023,DZ,21680,1158,1077,81,0.05341328413284133,0.04967712177121771,0.0037361623616236164
2024,DZ,23660,1264,1292,-28,0.05342349957734573,0.05460693153000845,-0.001183431952662722
2025,DZ,25767,1369,1398,-29,0.053129972445375866,0.05425544300849924,-0.001125470563123375
1998,EC,183,0,0,0,0.0,0.0,0.0
1999,EC,148,12,16,-4,0.08108108108108109,0.10810810810810811,-0.02702702702702703
2000,EC,216,30,19,11,0.1388888888888889,0.08796296296296297,0.05092592592592592
2001,EC,222,40,34,6,0.18018018018018017,0.15315315315315314,0.02702702702702703
2002,EC,305,30,60,-30,0.09836065573770492,0.19672131147540983,-0.09836065573770492
2003,EC,349,55,61,-6,0.15759312320916904,0.17478510028653296,-0.017191977077363897
2004,EC,341,67,62,5,0.19648093841642228,0.18181818181818182,0.01466275659824047
2005,EC,421,73,82,-9,0.17339667458432304,0.19477434679334918,-0.021377672209026127
2006,EC,633,113,84,29,0.17851500789889416,0.13270142180094788,0.045813586097946286
2007,EC,641,122,111,11,0.19032761310452417,0.1731669266770671,0.0171606864274571
2008,EC,705,106,121,-15,0.150354609929078,0.17163120567375886,-0.02127659574468085
2009,EC,1154,169,139,30,0.1464471403812825,0.12045060658578856,0.025996533795493933
2010,EC,1222,175,178,-3,0.1432078559738134,0.14566284779050737,-0.0024549918166939444
2011,EC,1287,190,180,10,0.14763014763014762,0.13986013986013987,0.00777000777000777
2012,EC,1644,233,173,60,0.14172749391727493,0.10523114355231143,0.0364963503649635
2013,EC,2205,372,239,133,0.16870748299319727,0.10839002267573696,0.06031746031746032
2014,EC,3144,520,339,181,0.16539440203562342,0.10782442748091603,0.05756997455470738
2015,EC,5217,863,420,443,0.165420739888825,0.08050603795284646,0.08491470193597853
2016,EC,8155,1049,583,466,0.12863274064990804,0.07148988350705089,0.05714285714285714
2017,EC,14090,1463,725,738,0.10383250532292405,0.05145493257629524,0.05237757274662881
2018,EC,16532,1476,966,510,0.0892813936607791,0.05843213162351803,0.030849262037261068
2019,EC,17597,1562,1205,357,0.08876513041995794,0.06847758140592146,0.020287549014036482
2020,EC,21055,1679,1408,271,0.07974352885300404,0.06687247684635479,0.012871052006649251
2021,EC,23191,1728,1505,223,0.07451166400758916,0.06489586477512828,0.009615799232460868
2022,EC,23694,1568,1513,55,0.06617709124672913,0.06385582847978391,0.002321262766945218
2023,EC,28147,2574,1977,597,0.09144846697694248,0.07023839130280314,0.02121007567413934
2024,EC,37079,3204,2054,1150,0.08641009735969148,0.05539523719625664,0.03101486016343483
2025,EC,43018,3924,2595,1329,0.09121762982937374,0.06032358547584732,0.03089404435352643
1998,EE,834,0,0,0,0.0,0.0,0.0
1999,EE,931,43,40,3,0.04618689581095596,0.04296455424274973,0.00322234156820623
2000,EE,1078,65,54,11,0.06029684601113173,0.05009276437847866,0.01020408163265306
2001,EE,1025,79,79,0,0.07707317073170732,0.07707317073170732,0.0
2002,EE,1178,112,77,35,0.09507640067911714,0.06536502546689305,0.029711375212224108
2003,EE,1279,112,108,4,0.0875684128225176,0.08444096950742767,0.003127443315089914
2004,EE,1502,149,112,37,0.09920106524633822,0.07456724367509987,0.02463382157123835
2005,EE,1745,185,125,60,0.10601719197707736,0.07163323782234957,0.034383954154727794
2006,EE,2033,210,146,64,0.10329562223315297,0.07181505164781112,0.03148057058534186
2007,EE,2333,230,168,62,0.09858551221603086,0.07201028718388341,0.02657522503214745
2008,EE,2372,226,218,8,0.09527824620573355,0.09190556492411467,0.003372681281618887
2009,EE,2607,246,214,32,0.09436133486766399,0.08208668968162638,0.01227464518603759
2010,EE,2834,255,239,16,0.08997882851093861,0.08433309809456599,0.0056457304163726185
2011,EE,3074,295,216,79,0.09596616785946649,0.07026675341574495,0.025699414443721535
2012,EE,3468,315,243,72,0.09083044982698962,0.07006920415224914,0.020761245674740483
2013,EE,3743,370,311,59,0.09885118888592039,0.0830884317392466,0.01576275714667379
2014,EE,4016,357,359,-2,0.08889442231075698,0.08939243027888447,-0.00049800796812749
2015,EE,3993,367,340,27,0.09191084397695969,0.08514901076884548,0.0067618332081141996
2016,EE,4003,391,377,14,0.09767674244316762,0.09417936547589308,0.0034973769672745443
2017,EE,3962,390,366,24,0.09843513377082282,0.09237758707723372,0.006057546693589096
2018,EE,3895,396,382,14,0.10166880616174583,0.09807445442875481,0.003594351732991014
2019,EE,4359,466,444,22,0.10690525349850884,0.1018582243633861,0.005047029135122735
2020,EE,4540,497,455,42,0.10947136563876651,0.10022026431718062,0.009251101321585903
2021,EE,4827,533,483,50,0.11042055106691527,0.10006215040397763,0.010358400662937643
2022,EE,4886,558,460,98,0.11420384772820302,0.09414654113794516,0.02005730659025788
2023,EE,5034,622,520,102,0.12355979340484705,0.10329757647993643,0.02026221692491061
2024,EE,5086,590,479,111,0.11600471883602045,0.09418010224144711,0.02182461659457334
2025,EE,5563,784,602,182,0.140931152255977,0.10821499191083947,0.03271616034513752
1998,EG,3665,0,0,0,0.0,0.0,0.0
1999,EG,4310,157,143,14,0.03642691415313225,0.03317865429234339,0.0032482598607888632
2000,EG,5238,224,202,22,0.042764413898434515,0.038564337533409696,0.004200076365024819
2001,EG,4944,268,254,14,0.054207119741100325,0.05137540453074434,0.0028317152103559872
2002,EG,6986,371,339,32,0.0531062124248497,0.048525622673919265,0.004580589750930432
2003,EG,7141,453,424,29,0.06343649348830696,0.059375437613779586,0.004061055874527377
2004,EG,6688,486,486,0,0.07266746411483253,0.07266746411483253,0.0
2005,EG,7820,542,594,-52,0.06930946291560103,0.07595907928388747,-0.006649616368286445
2006,EG,9436,780,633,147,0.08266214497668503,0.06708350996184824,0.015578635014836795
2007,EG,9843,772,730,42,0.0784313725490196,0.07416438077821802,0.004266991770801585
2008,EG,11107,958,868,90,0.08625191320788692,0.07814891509858647,0.00810299810930044
2009,EG,13182,1096,1067,29,0.08314368077681687,0.08094371112122592,0.0021999696555909574
2010,EG,15244,1278,1294,-16,0.08383626344791394,0.08488585673051692,-0.0010495932826029913
2011,EG,17591,1496,1478,18,0.08504348814734808,0.084020237621511,0.0010232505258370758
2012,EG,20339,1724,1663,61,0.08476326269728109,0.0817640985299179,0.002999164167363194
2013,EG,24378,2089,1879,210,0.08569201739273115,0.07707769300188695,0.008614324390844204
2014,EG,28261,2256,2209,47,0.07982732387388981,0.0781642546265171,0.0016630692473727044
2015,EG,31827,2547,2382,165,0.08002639268545575,0.07484211518522009,0.005184277500235649
2016,EG,37664,2976,2736,240,0.0790144435004248,0.07264231096006797,0.006372132540356839
2017,EG,41807,3056,2859,197,0.07309780658741359,0.06838567703973018,0.004712129547683402
2018,EG,48980,3523,3183,340,0.07192731727235606,0.06498570845242957,0.006941608819926501
2019,EG,55995,3818,3760,58,0.06818465934458434,0.06714885257612287,0.0010358067684614698
2020,EG,63929,4351,4113,238,0.06805987892818596,0.06433699885810822,0.0037228800700777427
2021,EG,70466,4535,4433,102,0.06435727868759401,0.06290977208866687,0.0014475065989271421
2022,EG,78000,4296,4167,129,0.05507692307692308,0.05342307692307692,0.0016538461538461537
2023,EG,78905,5106,5340,-234,0.06471072809074203,0.06767631962486534,-0.002965591534123313
2024,EG,80861,5426,6373,-947,0.06710280604988808,0.07881426151049331,-0.011711455460605235
2025,EG,72436,5879,7688,-1809,0.08116130101054723,0.10613507095919156,-0.02497376994864432
2021,EH,1,0,0,0,0.0,0.0,0.0
1998,ER,20,0,0,0,0.0,0.0,0.0
1999,ER,13,3,2,1,0.23076923076923078,0.15384615384615385,0.07692307692307693
2000,ER,22,2,0,2,0.09090909090909091,0.0,0.09090909090909091
2001,ER,26,2,1,1,0.07692307692307693,0.038461538461538464,0.038461538461538464
2002,ER,31,2,2,0,0.06451612903225806,0.06451612903225806,0.0
2003,ER,34,4,2,2,0.11764705882352941,0.058823529411764705,0.058823529411764705
2004,ER,38,1,3,-2,0.02631578947368421,0.07894736842105263,-0.05263157894736842
2005,ER,53,5,3,2,0.09433962264150944,0.05660377358490566,0.03773584905660377
2006,ER,56,5,7,-2,0.08928571428571429,0.125,-0.03571428571428571
2007,ER,44,10,11,-1,0.22727272727272727,0.25,-0.022727272727272728
2008,ER,29,4,8,-4,0.13793103448275862,0.27586206896551724,-0.13793103448275862
2009,ER,41,7,6,1,0.17073170731707318,0.14634146341463414,0.024390243902439025
2010,ER,83,8,6,2,0.0963855421686747,0.07228915662650602,0.024096385542168676
2011,ER,44,6,10,-4,0.13636363636363635,0.22727272727272727,-0.09090909090909091
2012,ER,33,4,12,-8,0.12121212121212122,0.36363636363636365,-0.24242424242424243
2013,ER,64,8,10,-2,0.125,0.15625,-0.03125
2014,ER,33,6,8,-2,0.18181818181818182,0.24242424242424243,-0.06060606060606061
2015,ER,50,6,9,-3,0.12,0.18,-0.06
2016,ER,84,6,7,-1,0.07142857142857142,0.08333333333333333,-0.011904761904761904
2017,ER,141,11,8,3,0.07801418439716312,0.05673758865248227,0.02127659574468085
2018,ER,140,10,12,-2,0.07142857142857142,0.08571428571428572,-0.014285714285714285
2019,ER,186,19,15,4,0.10215053763440861,0.08064516129032258,0.021505376344086023
2020,ER,187,19,27,-8,0.10160427807486631,0.1443850267379679,-0.0427807486631016
2021,ER,188,30,30,0,0.1595744680851064,0.1595744680851064,0.0
2022,ER,189,29,21,8,0.15343915343915343,0.1111111111111111,0.042328042328042326
2023,ER,165,19,28,-9,0.11515151515151516,0.1696969696969697,-0.05454545454545454
2024,ER,115,15,16,-1,0.13043478260869565,0.1391304347826087,-0.008695652173913044
2025,ER,116,35,27,8,0.3017241379310345,0.23275862068965517,0.06896551724137931
1998,ES,40229,0,0,0,0.0,0.0,0.0
1999,ES,42463,1549,1663,-114,0.03647881685231849,0.03916350705319926,-0.002684690200880767
2000,ES,50435,2345,2343,2,0.046495489243580844,0.046455834242093784,3.9655001487062554e-05
2001,ES,54992,3010,2827,183,0.05473523421588595,0.051407477451265636,0.0033277567646203083
2002,ES,60196,3433,3559,-126,0.05703036746627683,0.059123529802644695,-0.002093162336367865
2003,ES,63859,4010,3841,169,0.06279459434065676,0.06014813886844454,0.0026464554722122175
2004,ES,69903,4425,4282,143,0.06330200420582807,0.06125631231849849,0.0020456918873295853
2005,ES,75473,4936,4817,119,0.06540087183496085,0.06382414903342917,0.0015767228015316735
2006,ES,83285,5597,5535,62,0.06720297772708171,0.06645854595665486,0.0007444317704268476
2007,ES,86836,6015,6148,-133,0.06926850614952323,0.07080012897876457,-0.0015316228292413284
2008,ES,95073,6875,6837,38,0.07231285433298623,0.07191316146540028,0.00039969286758596026
2009,ES,104596,7867,7643,224,0.07521320126964702,0.07307162797812536,0.0021415732915216644
2010,ES,110693,8356,8094,262,0.07548806157570939,0.07312115490591094,0.0023669066697984517
2011,ES,123363,9147,8963,184,0.07414702949830987,0.07265549638060034,0.001491533117709524
2012,ES,130560,9262,9975,-713,0.0709405637254902,0.0764016544117647,-0.0054610906862745095
2013,ES,136551,9703,10820,-1117,0.07105770005345988,0.07923779393779613,-0.008180093884336255
2014,ES,142986,10005,11976,-1971,0.06997188535940582,0.08375645168058411,-0.013784566321178297
2015,ES,147678,10798,12893,-2095,0.07311854169205975,0.08730481182031176,-0.014186270128252007
2016,ES,152392,11490,13853,-2363,0.07539765866974645,0.09090372198015644,-0.015506063310409995
2017,ES,160875,12620,13958,-1338,0.07844599844599845,0.08676301476301476,-0.008317016317016318
2018,ES,165542,12558,14330,-1772,0.07585990262289932,0.0865641347815056,-0.010704232158606275
2019,ES,174935,13655,14260,-605,0.0780575642381456,0.08151599165404293,-0.003458427415897333
2020,ES,191347,14562,15272,-710,0.07610257803885088,0.07981311439426801,-0.003710536355417122
2021,ES,199157,14510,15236,-726,0.07285709264550079,0.07650245785987939,-0.003645365214378606
2022,ES,204780,13221,13764,-543,0.06456196894227952,0.0672135950776443,-0.0026516261353647817
2023,ES,207577,16349,17511,-1162,0.0787611344224071,0.08435905712097197,-0.00559792269856487
2024,ES,213914,17301,18778,-1477,0.08087829688566434,0.08778294080798826,-0.006904643922323925
2025,ES,222996,19200,21122,-1922,0.08610019910671043,0.09471918778812176,-0.008618988681411326
1998,ET,280,0,0,0,0.0,0.0,0.0
1999,ET,317,43,42,1,0.13564668769716087,0.13249211356466878,0.0031545741324921135
2000,ET,601,57,68,-11,0.09484193011647254,0.11314475873544093,-0.018302828618968387
2001,ET,675,52,83,-31,0.07703703703703704,0.12296296296296297,-0.045925925925925926
2002,ET,723,80,74,6,0.11065006915629322,0.10235131396957123,0.008298755186721992
2003,ET,690,78,106,-28,0.11304347826086956,0.1536231884057971,-0.04057971014492753
2004,ET,799,88,100,-12,0.11013767209011265,0.1251564455569462,-0.015018773466833541
2005,ET,854,83,84,-1,0.09718969555035128,0.09836065573770492,-0.00117096018735363
2006,ET,884,107,116,-9,0.12104072398190045,0.13122171945701358,-0.010180995475113122
2007,ET,1000,119,114,5,0.119,0.114,0.005
2008,ET,1076,119,114,5,0.11059479553903345,0.10594795539033457,0.004646840148698885
2009,ET,1231,172,155,17,0.1397238017871649,0.12591389114541024,0.01380991064175467
2010,ET,1396,161,155,6,0.11532951289398281,0.11103151862464183,0.004297994269340974
2011,ET,1816,234,202,32,0.1288546255506608,0.11123348017621146,0.01762114537444934
2012,ET,2025,201,215,-14,0.09925925925925926,0.10617283950617284,-0.006913580246913581
2013,ET,2859,309,220,89,0.1080797481636936,0.07694998251136762,0.03112976565232599
2014,ET,4136,383,286,97,0.09260154738878143,0.06914893617021277,0.023452611218568665
2015,ET,4737,398,389,9,0.0840194215748364,0.08211948490605869,0.0018999366687777073
2016,ET,5378,496,437,59,0.09222759390107847,0.08125697285236147,0.010970621048716996
2017,ET,7048,557,514,43,0.07902951191827469,0.07292849035187288,0.006101021566401816
2018,ET,8434,648,551,97,0.07683187099834005,0.06533080388902063,0.011501067109319422
2019,ET,11839,797,651,146,0.06731987498944167,0.05498775234394797,0.012332122645493708
2020,ET,15876,957,839,118,0.060279667422524566,0.052847064751826656,0.007432602670697909
2021,ET,17394,1000,879,121,0.05749108888122341,0.05053466712659538,0.006956421754628033
2022,ET,20305,957,830,127,0.04713124846097021,0.04087663137158335,0.006254617089386851
2023,ET,20762,1093,1166,-73,0.05264425392544071,0.05616029284269338,-0.003516038917252673
2024,ET,24029,1295,1330,-35,0.0538932123683882,0.05534978567564193,-0.0014565733072537351
2025,ET,23792,1478,1668,-190,0.0621217215870881,0.07010759919300605,-0.007985877605917955
1998,FI,9552,0,0,0,0.0,0.0,0.0
1999,FI,10272,455,428,27,0.044295171339563864,0.041666666666666664,0.002628504672897196
2000,FI,10834,616,624,-8,0.056858039505261214,0.05759645560273214,-0.0007384160974709249
2001,FI,11122,717,752,-35,0.06446682251393634,0.0676137385362345,-0.0031469160222981477
2002,FI,12777,860,820,40,0.06730844486186116,0.06417781951944901,0.003130625342412147
2003,FI,12990,930,825,105,0.07159353348729793,0.06351039260969978,0.008083140877598153
2004,FI,13684,945,960,-15,0.06905875475007307,0.0701549254603917,-0.0010961707103186204
2005,FI,14515,1035,1053,-18,0.0713055459869101,0.07254564243885636,-0.0012400964519462625
2006,FI,15719,1202,1120,82,0.076467968700299,0.07125135186716712,0.005216616833131879
2007,FI,15820,1163,1124,39,0.07351453855878634,0.07104930467762326,0.0024652338811630846
2008,FI,17292,1247,1308,-61,0.07211427249595188,0.07564191533657183,-0.0035276428406199396
2009,FI,18294,1436,1366,70,0.07849568164425495,0.07466929047775227,0.0038263911665026786
2010,FI,18883,1485,1397,88,0.07864216491023672,0.07398188847111158,0.004660276439125139
2011,FI,20081,1466,1429,37,0.07300433245356307,0.07116179473133807,0.0018425377222249888
2012,FI,21171,1562,1506,56,0.0737801709886165,0.07113504321949837,0.0026451277691181335
2013,FI,22006,1658,1553,105,0.07534308824865946,0.07057166227392529,0.004771425974734163
2014,FI,22971,1743,1674,69,0.07587828131121849,0.0728744939271255,0.003003787384092987
2015,FI,23970,1797,1719,78,0.07496871088861076,0.07171464330413016,0.003254067584480601
2016,FI,24806,1850,1862,-12,0.07457873095218899,0.07506248488268967,-0.0004837539305006853
2017,FI,25237,1940,1905,35,0.07687126045092522,0.075484407813924,0.0013868526370012283
2018,FI,25729,1892,2105,-213,0.0735356990166738,0.08181429515332893,-0.008278596136655136
2019,FI,26374,2112,1989,123,0.08007886554940472,0.07541518161826041,0.004663683931144308
2020,FI,27726,2268,2105,163,0.08180047608742697,0.0759215177090096,0.00587895837841737
2021,FI,28670,2357,2067,290,0.0822113707708406,0.07209626787582839,0.010115102895012208
2022,FI,30289,2441,1785,656,0.08059031331506487,0.058932285648255145,0.021658027666809732
2023,FI,30462,2446,2147,299,0.08029676318035585,0.07048125533451513,0.00981550784584072
2024,FI,31625,2554,2254,300,0.0807588932806324,0.07127272727272728,0.009486166007905139
2025,FI,35002,3031,2480,551,0.08659505171133078,0.07085309410890807,0.01574195760242272
1998,FJ,30,0,0,0,0.0,0.0,0.0
1999,FJ,40,8,4,4,0.2,0.1,0.1
2000,FJ,54,7,7,0,0.12962962962962962,0.12962962962962962,0.0
2001,FJ,57,13,11,2,0.22807017543859648,0.19298245614035087,0.03508771929824561
2002,FJ,54,10,8,2,0.18518518518518517,0.14814814814814814,0.037037037037037035
2003,FJ,84,23,20,3,0.27380952380952384,0.23809523809523808,0.03571428571428571
2004,FJ,109,24,15,9,0.22018348623853212,0.13761467889908258,0.08256880733944955
2005,FJ,91,16,17,-1,0.17582417582417584,0.18681318681318682,-0.01098901098901099
2006,FJ,128,27,23,4,0.2109375,0.1796875,0.03125
2007,FJ,146,30,33,-3,0.2054794520547945,0.22602739726027396,-0.02054794520547945
2008,FJ,143,28,26,2,0.1958041958041958,0.18181818181818182,0.013986013986013986
2009,FJ,161,32,37,-5,0.19875776397515527,0.22981366459627328,-0.031055900621118012
2010,FJ,140,29,43,-14,0.20714285714285716,0.30714285714285716,-0.1
2011,FJ,171,39,54,-15,0.22807017543859648,0.3157894736842105,-0.08771929824561403
2012,FJ,197,51,42,9,0.25888324873096447,0.2131979695431472,0.04568527918781726
2013,FJ,254,66,53,13,0.25984251968503935,0.20866141732283464,0.051181102362204724
2014,FJ,317,79,68,11,0.24921135646687698,0.21451104100946372,0.03470031545741325
2015,FJ,333,89,75,14,0.2672672672672673,0.22522522522522523,0.042042042042042045
2016,FJ,381,71,80,-9,0.18635170603674542,0.2099737532808399,-0.023622047244094488
2017,FJ,464,92,66,26,0.19827586206896552,0.14224137931034483,0.05603448275862069
2018,FJ,425,93,82,11,0.2188235294117647,0.19294117647058823,0.02588235294117647
2019,FJ,500,100,107,-7,0.2,0.214,-0.014
2020,FJ,565,89,129,-40,0.15752212389380532,0.22831858407079647,-0.07079646017699115
2021,FJ,640,99,97,2,0.1546875,0.1515625,0.003125
2022,FJ,647,82,110,-28,0.1267387944358578,0.17001545595054096,-0.04327666151468315
2023,FJ,654,99,132,-33,0.15137614678899083,0.2018348623853211,-0.05045871559633028
2024,FJ,759,140,129,11,0.1844532279314888,0.16996047430830039,0.014492753623188406
